|name   |alt_name  |ra         |dec        |vmag |multiple|class                                              |bii      |lii      |parallax|
|HR 1369|59Chi Tau |04 22 34.90|+25 37 45.1| 5.37|        |                                           STAR B9V|-16.74230|171.50600|        |
|HR 803 |          |02 43 51.19|+25 38 17.2| 6.35|        |                                           STAR A2V|-30.69470|152.52800|0.000   |
|HR 8315|10Kap Peg |21 44 38.71|+25 38 42.0| 4.13|        |                                          STAR F5IV|-20.66570|78.41010 |0.035   |
|HR 1000|60    Ari |03 20 25.61|+25 39 46.1| 6.12|        |                                               STAR|-26.17410|160.36900|        |
|HR 5182|3    Boo  |13 46 43.30|+25 42 07.9| 5.95|        |                                         STAR G5III|77.54670 |29.47810 |        |
|HR 615 |11    Ari |02 06 49.20|+25 42 16.9| 6.15|        |                                          STAR B9IV|-34.13550|143.51900|        |
|HR 6292|56    Her |16 55 02.09|+25 43 50.2| 6.08|        |                                         STAR G5III|36.00710 |46.26860 |        |
|HR 484 |          |01 41 18.41|+25 44 44.9| 6.17|        |                                         STAR F2III|-35.77930|136.80000|0.023   |
|HR 5204|          |13 49 45.00|+36 37 58.1| 6.38|        |                                          STAR A7IV|74.42500 |74.14530 |        |
|HR 7506|10    Vul |19 43 42.89|+25 46 18.8| 5.49|        |                                         STAR G8III|0.97550  |61.60960 |0.023   |
|HR 656 |20    Ari |02 15 46.01|+25 46 59.2| 5.79|        |                                          STAR F6IV|-33.32650|145.74000|        |
|HR 2983|76    Gem |07 44 06.89|+25 47 03.1| 5.31|        |                                         STAR K4III|22.39090 |194.41900|0.007   |
|HR 7849|          |20 31 58.20|+25 48 15.8| 6.34|        |                                            STAR A0|-8.15280 |67.50820 |0.009   |
|HR 4707|12    Com |12 22 30.31|+25 50 46.0| 4.81|        |                                         STAR G0III|83.40130 |222.50500|0.014   |
|HR 4640|4    Com  |12 11 51.19|+25 52 13.1| 5.66|        |                                         STAR K4III|81.05710 |218.78400|        |
|HR 7874|26    Vul |20 36 08.30|+25 52 57.0| 6.41|        |                                         STAR A5III|-8.86790 |68.12670 |        |
|HR 1928|125    Tau|05 39 44.21|+25 53 48.8| 5.18|D       |                                          STAR B3IV|-2.70860 |181.89900|        |
|HR 4751|          |12 28 44.59|+25 53 57.1| 6.65|        |                                           STAR A0V|84.77700 |225.26300|        |
|HR 3853|13    Leo |09 41 38.50|+25 54 46.1| 6.24|        |                                               STAR|47.78320 |203.37400|0.013   |
|HR 4752|17    Com |12 28 54.70|+25 54 46.1| 5.29|        |                                          STAR A1IV|84.81700 |225.22500|0.021   |
|HR 2605|40    Gem |06 59 27.89|+25 54 51.1| 6.40|D       |                                         STAR B8III|13.13870 |190.31000|        |
|HR 5958|          |15 59 30.19|+25 55 13.1| 2.00|W       |                                               STAR|48.16460 |42.37390 |        |
|HR 8356|16    Peg |21 53 03.79|+25 55 30.0| 5.08|        |                                           STAR B3V|-21.75460|80.10070 |0.003   |
|HR 605 |10    Ari |02 03 39.29|+25 56 08.2| 5.63|        |                                          STAR F8IV|-34.16080|142.61500|0.025   |
|HR 633 |16    Ari |02 11 12.00|+25 56 12.8| 6.02|        |                                               STAR|-33.56770|144.52900|        |
|HR 1889|          |05 36 30.19|+25 56 21.8| 6.49|        |                                         STAR F5III|-3.30100 |181.47500|        |
|HR 623 |14    Ari |02 09 25.30|+25 56 22.9| 4.98|W       |                                         STAR F2III|-33.70930|144.08000|        |
|HR 2084|139    Tau|05 57 59.69|+25 57 14.0| 4.82|        |                                          STAR B0II|0.83910  |183.96600|        |
|HR 9051|          |23 55 22.99|+25 57 18.0| 6.54|        |                                            STAR K5|-35.22840|107.47300|        |
|HR 4694|          |12 20 17.69|+26 00 06.8| 6.15|        |                                          STAR F0IV|82.94700 |220.36200|0.060   |
|HR 3905|24Mu  Leo |09 52 45.79|+26 00 24.8| 3.88|        |                                         STAR K2III|50.24580 |204.04500|0.025   |
|HR 4684|          |12 19 02.09|+26 00 28.1| 6.48|        |                                          STAR A5IV|82.66990 |219.89500|        |
|HR 6685|89    Her |17 55 25.20|+26 03 00.0| 5.46|        |                                           STAR F2I|23.18770 |51.43400 |-0.004  |
|HR 5889|10Del CrB |15 49 35.69|+26 04 05.9| 4.63|        |                                         STAR G3III|50.37220 |41.87520 |0.014   |
|HR 2601|39    Gem |06 58 47.40|+26 04 52.0| 6.10|W       |                                           STAR F7V|13.06820 |190.09000|0.025   |
|HR 6782|100    Her|18 07 49.49|+26 05 51.0| 5.90|        |                                           STAR A3V|20.59550 |52.53430 |0.012   |
|HR 4717|13    Com |12 24 18.50|+26 05 55.0| 5.18|        |                                           STAR A3V|83.85030 |221.03800|0.009   |
|HR 6781|100    Her|18 07 49.49|+26 06 05.0| 5.86|        |                                           STAR A3V|20.59690 |52.53820 |0.012   |
|HR 6526|76Lam Her |17 30 44.30|+26 06 38.2| 4.41|        |                                         STAR K3III|28.44420 |49.48250 |0.016   |
|HR 8198|          |21 24 34.01|+26 10 27.8| 5.68|        |                                         STAR A8III|-17.07960|75.45740 |0.013   |
|HR 3731|1Kap Leo  |09 24 39.31|+26 10 55.9| 4.46|        |                                         STAR K2III|44.12610 |201.76200|-0.003  |
|HR 4750|          |12 28 38.11|+26 13 36.1| 6.54|        |                                            STAR A2|84.82750 |221.68100|        |
|HR 7181|          |18 59 45.50|+26 13 50.2| 5.27|        |                                         STAR K2III|9.93680  |57.41490 |-0.002  |
|HR 7358|3    Vul  |19 22 50.90|+26 15 45.0| 5.18|        |                                         STAR B6III|5.32030  |59.77950 |        |
|HR 7202|          |19 01 17.40|+26 17 29.0| 5.69|        |                                           STAR B5V|9.65310  |57.62080 |0.009   |
|HR 5849|8Gam CrB  |15 42 44.59|+26 17 44.2| 3.84|        |                                          STAR B9IV|51.92370 |41.74110 |0.033   |
|HR 5638|46    Boo |15 08 23.81|+26 18 04.0| 5.67|        |                                               STAR|59.49910 |39.31290 |        |
|HR 4189|40    LMi |10 43 01.80|+26 19 32.2| 5.51|        |                                           STAR A4V|61.39470 |207.12000|        |
|HR 6924|          |18 26 40.90|+26 26 57.8| 6.53|        |                                           STAR B3V|16.79850 |54.53050 |        |
|HR 7880|27    Vul |20 37 04.70|+26 27 42.8| 5.59|        |                                           STAR B9V|-8.69630 |68.72610 |        |
|HR 905 |49    Ari |03 01 54.10|+26 27 43.9| 5.90|        |                                            STAR A3|-27.89850|156.02400|        |
|HR 7719|20    Vul |20 12 00.70|+26 28 44.0| 5.92|        |                                           STAR B7V|-4.07290 |65.52930 |        |
|HR 1287|44    Tau |04 10 49.90|+26 28 50.9| 5.41|        |                                          STAR F2IV|-18.07990|168.96000|        |
|HR 5490|34    Boo |14 43 25.39|+26 31 40.1| 4.81|        |                                         STAR M3III|65.06160 |38.00190 |0.002   |
|HR 8888|          |23 21 58.20|+26 36 32.0| 6.62|        |                                           STAR F5V|-32.11520|99.24740 |        |
|HR 7421|          |19 31 21.79|+26 37 01.9| 5.87|        |                                         STAR K0III|3.80630  |60.99450 |        |
|HR 1921|          |05 38 57.41|+26 37 04.1| 6.37|D       |                                         STAR G9III|-2.47380 |181.19500|        |
|HR 4693|          |12 20 19.70|+26 37 09.8| 5.54|        |                                         STAR K2III|83.04500 |215.36100|        |
|HR 3626|75    Cnc |09 08 47.30|+26 37 45.1| 5.98|W       |                                          STAR G5IV|40.77900 |200.03800|0.040   |
|HR 9109|          |00 04 55.99|+26 38 56.0| 6.25|        |                                         STAR K4III|-35.07210|110.21800|        |
|HR 7064|          |18 46 04.49|+26 39 43.9| 4.83|        |                                         STAR K3III|12.89850 |56.50510 |0.023   |
|HR 6052|          |16 12 45.31|+26 40 14.9| 6.50|        |                                           STAR F3V|45.42810 |44.38600 |0.012   |
|HR 8415|          |22 05 11.40|+26 40 26.0| 5.78|        |                                         STAR K2III|-22.97660|82.84790 |        |
|HR 5433|          |14 32 20.21|+26 40 37.9| 6.01|        |                                           STAR A7V|67.53860 |37.58290 |0.011   |
|HR 5793|5Alp CrB  |15 34 41.30|+26 42 52.9| 2.23|        |                                           STAR A0V|53.77230 |41.86970 |0.045   |
|HR 7280|          |19 11 30.91|+26 44 08.9| 6.36|        |                                           STAR F5V|7.79320  |59.04080 |        |
|HR 8564|          |22 29 10.20|+26 45 47.2| 5.79|        |                                          STAR K2II|-26.17190|87.57460 |        |
|HR 3067|83Phi Gem |07 53 29.81|+26 45 56.9| 4.97|        |                                           STAR A3V|24.70230 |194.19000|        |
|HR 7718|19    Vul |20 11 48.00|+26 48 32.0| 5.49|        |                                          STAR K3II|-3.85310 |65.78050 |        |
|HR 4738|16    Com |12 26 59.30|+26 49 32.2| 5.00|        |                                           STAR A4V|84.54480 |214.72300|0.024   |
|HR 8120|          |21 13 26.30|+36 38 01.0| 6.05|        |                                         STAR F0III|-8.20100 |81.62820 |        |
|HR 8827|60    Peg |23 11 49.20|+26 50 49.9| 6.17|W       |                                         STAR G8III|-30.95010|96.94950 |0.026   |
|HR 2700|47    Gem |07 11 23.11|+26 51 24.1| 5.78|        |                                          STAR A4IV|15.96290 |190.51100|        |
|HR 5947|13Eps CrB |15 57 35.30|+26 52 40.1| 4.15|        |                                         STAR K2III|48.78260 |43.65280 |0.024   |
|HR 6499|          |17 26 00.91|+26 52 44.0| 6.41|W       |                                          STAR A5IV|29.68530 |49.94970 |        |
|HR 2905|69Ups Gem |07 35 55.30|+26 53 44.9| 4.06|W       |                                         STAR M0III|21.06140 |192.60500|0.014   |
|HR 946 |          |03 10 27.00|+26 53 47.0| 6.02|        |                                         STAR K3III|-26.47780|157.53900|        |
|HR 7711|18    Vul |20 10 33.50|+26 54 15.1| 5.52|        |                                         STAR A3III|-3.56890 |65.70930 |0.002   |
|HR 6213|39    Her |16 41 36.70|+26 55 00.8| 5.92|S       |                                         STAR F2III|39.22010 |46.72430 |        |
|HR 9078|          |00 00 23.90|+26 55 05.9| 6.46|W       |                                          STAR F7IV|-34.57810|109.09300|        |
|HR 1902|          |05 37 08.81|+26 55 27.1| 5.83|        |                                          STAR B9IV|-2.65190 |180.71900|0.007   |
|HR 8082|          |21 06 23.50|+26 55 27.8| 6.12|        |                                          STAR K0II|-13.54710|73.23250 |        |
|HR 3310|23Phi2Cnc |08 26 46.80|+26 56 03.8| 6.32|        |                                           STAR A6V|31.81580 |196.60700|0.010   |
|HR 3311|23Phi2Cnc |08 26 46.99|+26 56 07.1| 6.30|        |                                           STAR A3V|31.81680 |196.60600|0.010   |
|HR 8517|          |22 21 00.10|+26 56 07.1| 6.47|        |                                         STAR M4III|-24.96120|86.05320 |        |
|HR 1470|          |04 38 29.59|+26 56 24.0| 6.47|        |                                           STAR F2V|-13.19530|172.91700|0.021   |
|HR 5616|43Psi Boo |15 04 26.71|+26 56 51.0| 4.54|        |                                         STAR K2III|60.47010 |40.32210 |0.018   |
|HR 2339|          |06 28 56.59|+26 58 04.1| 6.47|D       |                                            STAR F5|7.41500  |186.37000|        |
|HR 40  |          |00 13 24.00|+26 59 13.9| 6.30|        |                                         STAR G0III|-35.11750|112.56300|0.006   |
|HR 711 |          |02 27 07.01|+27 00 47.9| 6.18|        |                                         STAR K5III|-31.17710|147.90500|        |
|HR 4698|          |12 20 41.30|+27 03 16.9| 7.13|        |                                           STAR F3V|83.15670 |211.79400|0.008   |
|HR 782 |33    Ari |02 40 41.09|+27 03 38.9| 5.30|        |                                           STAR A3V|-29.78580|151.01800|0.002   |
|HR 995 |59    Ari |03 19 55.80|+27 04 16.0| 5.90|        |                                          STAR G6IV|-25.11030|159.33800|        |
